"drug","is_combination","n_components","boustani_score","boustani_max","iacb_score","iacb_max","b_found","i_found","b_unresolved","i_unresolved","b_syn","i_syn","boustani_status","iacb_status","on_both"
"fludrocortisone",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"flunisolide nasal",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"fluocinolone otic",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"fluocinolone topical",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"fluocinonide topical",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"fluoride topical",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"fluorometholone ophthalmic",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"fluoxetine",FALSE,1,0,0,1,1,1,1,0,0,FALSE,FALSE,"a. confirmed score zero","b. exact match",TRUE
"fluphenazine",FALSE,1,0,0,0,0,1,0,0,1,FALSE,FALSE,"a. confirmed score zero","d. unlisted, identifiable (scores 0)",FALSE
"flurazepam",FALSE,1,0,0,2,2,1,1,0,0,FALSE,FALSE,"a. confirmed score zero","b. exact match",TRUE
"fluticasone",FALSE,1,0,0,0,0,1,0,0,1,FALSE,FALSE,"a. confirmed score zero","d. unlisted, identifiable (scores 0)",FALSE
"fluticasone nasal",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"fluticasone topical",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"fluvoxamine",FALSE,1,1,1,0,0,1,0,0,1,FALSE,FALSE,"b. exact match","d. unlisted, identifiable (scores 0)",FALSE
"formoterol",FALSE,1,0,0,0,0,1,0,0,1,FALSE,FALSE,"a. confirmed score zero","d. unlisted, identifiable (scores 0)",FALSE
"fosinopril",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"frovatriptan",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"furosemide",FALSE,1,1,1,0,0,1,1,0,0,FALSE,FALSE,"b. exact match","a. confirmed score zero",TRUE
"gabapentin",FALSE,1,0,0,0,0,1,0,0,1,FALSE,FALSE,"a. confirmed score zero","d. unlisted, identifiable (scores 0)",FALSE
"galantamine",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"gatifloxacin ophthalmic",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"gemfibrozil",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"gentamicin ophthalmic",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"glatiramer",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"glimepiride",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"glipizide",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"glyburide",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"glycopyrrolate",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"griseofulvin",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"guaifenesin",FALSE,1,0,0,1,1,1,1,0,0,FALSE,FALSE,"a. confirmed score zero","b. exact match",TRUE
"guanfacine",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"halcinonide topical",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"haloperidol",FALSE,1,1,1,3,3,1,1,0,0,FALSE,FALSE,"b. exact match","b. exact match",TRUE
"heparin",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"hormones/hormone modifiers - unspecified",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"hydralazine",FALSE,1,1,1,0,0,1,0,0,1,FALSE,FALSE,"b. exact match","d. unlisted, identifiable (scores 0)",FALSE
"hydrochlorothiazide",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"hydrocodone",FALSE,1,0,0,0,0,1,0,0,1,FALSE,FALSE,"a. confirmed score zero","d. unlisted, identifiable (scores 0)",FALSE
"hydrocortisone",FALSE,1,1,1,2,2,1,1,0,0,FALSE,FALSE,"b. exact match","b. exact match",TRUE
"hydrocortisone topical",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"hydromorphone",FALSE,1,0,0,2,2,1,1,0,0,FALSE,FALSE,"a. confirmed score zero","b. exact match",TRUE
"hydroquinone topical",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"hydroxychloroquine",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"hydroxyzine",FALSE,1,3,3,4,4,1,1,0,0,FALSE,FALSE,"b. exact match","b. exact match",TRUE
"hyoscyamine",FALSE,1,3,3,4,4,1,1,0,0,FALSE,FALSE,"b. exact match","b. exact match",TRUE
"ibandronate",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"ibuprofen",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"icosapent",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"iloperidone",FALSE,1,1,1,3,3,1,1,0,0,FALSE,FALSE,"b. exact match","b. exact match",TRUE
"imatinib",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"imipramine",FALSE,1,3,3,4,4,1,1,0,0,FALSE,FALSE,"b. exact match","b. exact match",TRUE
"indacaterol",FALSE,1,0,0,0,0,1,0,0,1,FALSE,FALSE,"a. confirmed score zero","d. unlisted, identifiable (scores 0)",FALSE
"indapamide",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"indomethacin",FALSE,1,0,0,0,0,0,1,1,0,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","a. confirmed score zero",FALSE
"infliximab",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"insulin",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"insulin aspart",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"insulin detemir",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"insulin glargine",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"insulin glulisine",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"insulin isophane (nph)",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"insulin lispro",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"insulin regular",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"interferon beta-1a",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"ipratropium",FALSE,1,0,0,1,1,1,1,0,0,FALSE,FALSE,"a. confirmed score zero","b. exact match",TRUE
"ipratropium nasal",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"irbesartan",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"isoniazid",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"isosorbide",FALSE,1,1,1,0,0,1,0,0,1,FALSE,FALSE,"b. exact match","d. unlisted, identifiable (scores 0)",FALSE
"isosorbide dinitrate",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"isosorbide mononitrate",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"isotretinoin",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"ketoconazole topical",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"ketorolac",FALSE,1,0,0,0,0,1,0,0,1,FALSE,FALSE,"a. confirmed score zero","d. unlisted, identifiable (scores 0)",FALSE
"ketorolac ophthalmic",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"labetalol",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"lacosamide",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"lactic acid topical",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"lactulose",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"lamotrigine",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"lansoprazole",FALSE,1,0,0,0,0,1,0,0,1,FALSE,FALSE,"a. confirmed score zero","d. unlisted, identifiable (scores 0)",FALSE
"lapatinib",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"latanoprost ophthalmic",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"leflunomide",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"letrozole",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"leuprolide",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"levalbuterol",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"levetiracetam",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"levobunolol ophthalmic",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"levocetirizine",FALSE,1,1,1,4,4,1,1,0,0,FALSE,FALSE,"b. exact match","b. exact match",TRUE
"levofloxacin",FALSE,1,0,0,0,0,1,0,0,1,FALSE,FALSE,"a. confirmed score zero","d. unlisted, identifiable (scores 0)",FALSE
"levomilnacipran",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"levothyroxine",FALSE,1,0,0,0,0,0,1,1,0,FALSE,TRUE,"d. unlisted, identifiable (scores 0)","a. confirmed score zero",FALSE
"lidocaine topical",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"linaclotide",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"linagliptin",FALSE,1,0,0,0,0,1,0,0,1,FALSE,FALSE,"a. confirmed score zero","d. unlisted, identifiable (scores 0)",FALSE
"liothyronine",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"liraglutide",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"lisdexamfetamine",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"lisinopril",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"lithium",FALSE,1,0,0,1,1,1,1,0,0,FALSE,TRUE,"a. confirmed score zero","b. synonym match",TRUE
"loperamide",FALSE,1,1,1,0,0,1,0,0,1,FALSE,FALSE,"b. exact match","d. unlisted, identifiable (scores 0)",FALSE
"loratadine",FALSE,1,1,1,4,4,1,1,0,0,FALSE,FALSE,"b. exact match","b. exact match",TRUE
"lorazepam",FALSE,1,0,0,2,2,1,1,0,0,FALSE,FALSE,"a. confirmed score zero","b. exact match",TRUE
"losartan",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"loteprednol ophthalmic",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"lovastatin",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"loxapine",FALSE,1,2,2,3,3,1,1,0,0,FALSE,FALSE,"b. exact match","b. exact match",TRUE
"lubiprostone",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"meclizine",FALSE,1,3,3,4,4,1,1,0,0,FALSE,FALSE,"b. exact match","b. exact match",TRUE
"medroxyprogesterone",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"mefenamic acid",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"megestrol",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"meloxicam",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"memantine",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"menotropins",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"meprobamate",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"mercaptopurine",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"mesalamine",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"metaxalone",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"metformin",FALSE,1,0,0,1,1,1,1,0,0,FALSE,FALSE,"a. confirmed score zero","b. exact match",TRUE
"methadone",FALSE,1,0,0,2,2,1,1,0,0,FALSE,FALSE,"a. confirmed score zero","b. exact match",TRUE
"methazolamide",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"methimazole",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"methocarbamol",FALSE,1,3,3,2,2,1,1,0,0,FALSE,FALSE,"b. exact match","b. exact match",TRUE
"methotrexate",FALSE,1,0,0,0,0,1,0,0,1,FALSE,FALSE,"a. confirmed score zero","d. unlisted, identifiable (scores 0)",FALSE
"methyclothiazide",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"methyldopa",FALSE,1,0,0,0,0,1,0,0,1,FALSE,FALSE,"a. confirmed score zero","d. unlisted, identifiable (scores 0)",FALSE
"methylnaltrexone",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"methylphenidate",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"methylprednisolone",FALSE,1,0,0,2,2,1,1,0,0,FALSE,FALSE,"a. confirmed score zero","b. exact match",TRUE
"metoclopramide",FALSE,1,0,0,1,1,1,1,0,0,FALSE,FALSE,"a. confirmed score zero","b. exact match",TRUE
"metolazone",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"metoprolol",FALSE,1,1,1,0,0,1,1,0,0,FALSE,FALSE,"b. exact match","a. confirmed score zero",TRUE
"metronidazole",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"metronidazole topical",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"mexiletine",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"miconazole topical",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"midodrine",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"miglitol",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"milnacipran",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"minocycline",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"minoxidil",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"mirabegron",FALSE,1,0,0,0,0,1,0,0,1,FALSE,FALSE,"a. confirmed score zero","d. unlisted, identifiable (scores 0)",FALSE
"mirtazapine",FALSE,1,0,0,1,1,1,1,0,0,FALSE,FALSE,"a. confirmed score zero","b. exact match",TRUE
"modafinil",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"mometasone",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"mometasone nasal",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"mometasone topical",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"montelukast",FALSE,1,0,0,1,1,0,1,1,0,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","b. exact match",FALSE
"morphine",FALSE,1,1,1,2,2,1,1,0,0,FALSE,FALSE,"b. exact match","b. exact match",TRUE
"mouth and throat products - unspecified",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"moxifloxacin ophthalmic",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"multivitamin",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"mupirocin topical",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"mycophenolate mofetil",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"mycophenolic acid",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"nabumetone",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"nadolol",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"naltrexone",FALSE,1,0,0,0,0,1,0,0,1,FALSE,FALSE,"a. confirmed score zero","d. unlisted, identifiable (scores 0)",FALSE
"naproxen",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"natalizumab",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"nateglinide",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"nebivolol",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"niacin",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"nicotine",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"nifedipine",FALSE,1,1,1,1,1,1,1,0,0,FALSE,FALSE,"b. exact match","b. exact match",TRUE
"nitrazepam",FALSE,1,0,0,0,0,1,0,0,1,FALSE,FALSE,"a. confirmed score zero","d. unlisted, identifiable (scores 0)",FALSE
"nitrofurantoin",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"nitroglycerin",FALSE,1,0,0,0,0,0,1,1,0,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","a. confirmed score zero",FALSE
"nizatidine",FALSE,1,0,0,0,0,1,0,0,1,FALSE,FALSE,"a. confirmed score zero","d. unlisted, identifiable (scores 0)",FALSE
"norethindrone",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"nortriptyline",FALSE,1,3,3,4,4,1,1,0,0,FALSE,FALSE,"b. exact match","b. exact match",TRUE
"nystatin",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"nystatin topical",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"ofloxacin ophthalmic",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
"ofloxacin otic",FALSE,1,0,0,0,0,0,0,1,1,FALSE,FALSE,"d. unlisted, identifiable (scores 0)","d. unlisted, identifiable (scores 0)",FALSE
